no,income
24175,0
956,0
27819,0
20612,1
20165,1
16467,0
10939,0
18744,0
23732,0
20474,1
5005,0
8547,0
18493,1
22701,0
26653,0
86,1
984,1
28358,0
10677,0
19576,0
10432,0
22287,0
9146,0
3178,0
21911,0
26035,0
19260,1
2589,1
4996,0
16113,1
20903,0
961,0
5615,0
937,0
16091,0
9230,0
2485,0
9200,0
12616,0
9964,0
12548,0
6304,0
15437,0
24804,0
9935,0
23948,0
13318,0
21927,1
22934,0
2335,0
15,0
171,0
15076,0
24151,0
22526,0
9514,0
1773,1
15288,0
2325,0
27393,0
8919,1
6196,0
6534,0
20037,0
4757,1
19898,0
5355,0
271,0
18247,0
27988,0
28263,0
26688,0
26840,0
20113,0
16524,0
12258,0
28070,0
10621,1
12833,0
22314,0
24987,1
17635,1
27806,0
6842,0
4579,0
379,0
14479,0
18019,1
9726,1
361,0
18423,0
679,1
4105,0
13129,0
3998,0
7646,0
23281,0
7315,1
12193,0
27995,0
18474,1
4039,0
18411,1
13740,0
18028,0
144,1
3477,0
20140,0
15978,0
15834,0
26241,0
27790,0
26772,0
5853,0
21076,1
419,1
19352,0
10934,0
25235,0
12235,0
6954,0
29001,1
23978,0
1689,0
4765,0
23888,1
11890,1
13335,0
19607,1
17008,0
10183,0
5749,0
6093,0
3821,0
27171,0
22931,0
27808,0
20233,0
9557,0
13455,0
26155,1
14539,0
22332,1
26020,0
18437,1
6280,0
10319,0
11075,0
15454,0
19608,0
19254,0
4544,1
23950,0
932,0
13184,1
1391,0
26617,0
9871,0
26738,0
5841,0
24183,0
15461,0
14699,0
14518,0
28923,1
16858,0
18022,0
850,1
9087,1
28643,1
11790,0
22537,0
16210,0
17822,1
14178,0
3890,0
11415,1
2634,0
2047,0
27804,0
6969,0
1529,0
7081,0
14624,1
25772,0
983,0
16633,0
20115,0
9108,1
12515,0
18017,0
24194,0
17109,0
22376,1
9452,0
5890,1
16232,0
20744,0
12304,0
2899,0
7655,0
13743,0
7612,1
24926,0
25113,0
27444,0
15307,0
20700,1
25376,0
26053,1
21690,0
14124,0
26817,0
19762,0
22920,0
22766,0
26635,0
7708,1
17732,0
18861,0
5487,1
15109,0
12031,0
20968,1
17544,0
6117,0
8133,1
12882,0
15295,0
7203,1
19465,0
22502,0
18244,1
24042,0
13155,0
20980,0
21511,0
23571,0
3982,0
19893,1
501,0
7251,0
8141,1
29130,0
17022,1
429,0
23620,0
1981,1
8323,0
2982,0
23085,0
15111,0
20254,1
40,0
5468,1
21471,0
21866,0
20690,0
19449,1
5553,0
9203,1
21256,0
28633,0
12344,1
6917,0
11416,0
20542,0
23461,0
22431,0
22481,1
13841,0
20814,0
15198,0
16577,0
7123,0
3614,0
29249,0
14082,1
21043,0
26126,1
9344,0
21236,0
18760,1
3379,0
16557,0
5407,1
29204,1
274,1
28998,1
7298,0
20202,0
19814,0
13881,0
23488,0
5634,0
7106,0
8044,0
14735,0
16003,0
2076,0
15388,0
14512,0
18383,0
6362,0
23956,0
15947,1
14683,0
26287,0
24853,0
13921,0
4902,0
10075,1
27177,0
25997,0
3979,0
17899,0
15145,0
19462,0
6348,0
16470,0
5511,0
9178,0
2514,1
15524,1
25460,0
21394,0
10361,0
14173,1
27977,1
21276,0
19714,0
4170,0
6346,1
25255,1
24721,0
17538,0
22520,1
4752,0
27187,0
28720,0
16150,0
14967,0
7694,0
15070,0
3694,0
5499,1
1942,0
24609,0
4197,0
16260,1
16726,0
18681,0
27583,0
24282,0
12331,0
23257,0
19708,0
26121,0
16872,1
24388,1
22702,0
20983,0
24932,0
16077,0
9391,0
12965,1
20867,1
14934,0
23377,0
4648,0
15429,0
3286,0
1123,0
29266,0
23278,0
11486,0
16723,0
11378,1
10979,0
21453,0
3027,0
24126,0
24241,1
25364,0
7288,0
18491,0
26265,0
20408,0
20338,0
11560,1
24655,1
17303,1
1074,1
20713,0
14526,1
22665,0
24536,0
9786,1
6768,1
21302,0
21062,0
23672,0
12438,0
22053,0
27002,1
27998,0
11949,0
9659,0
971,0
18448,0
12658,0
13665,0
7827,0
28636,0
6139,0
5398,1
5599,0
5327,0
27426,1
2071,1
1517,0
10580,1
5908,0
15117,0
5231,1
22381,0
23855,0
18037,0
17493,1
19838,0
8600,0
8156,0
10890,0
15914,1
12982,0
21081,1
1286,0
20375,0
21643,1
23892,1
25147,0
12027,0
5206,1
24629,1
11947,0
5096,0
1666,0
25094,0
12575,0
1858,0
3306,1
4968,1
29111,0
13414,0
19066,0
14020,0
20030,0
2373,1
18890,0
12319,0
14464,0
6973,0
10592,0
13859,1
26216,1
8515,1
4295,0
2564,1
8577,0
5506,1
7098,1
27951,1
12562,0
22415,0
7555,0
19119,0
3014,1
12413,0
1418,1
22152,0
6420,0
27314,1
11902,0
8765,0
3202,0
18396,0
16610,0
27755,0
17928,1
1665,0
10685,0
4545,0
22911,1
25073,0
9855,0
25779,0
18578,1
17351,0
13945,0
25132,1
21526,0
4907,0
13710,0
5264,0
24259,0
28718,0
25925,1
20195,0
8540,1
17173,0
20433,0
19515,1
24830,1
18573,0
24091,0
11964,0
2769,0
15683,0
27956,1
206,0
28405,0
15451,1
19859,0
20024,0
5302,0
19517,0
6959,0
2502,0
25192,1
9772,1
12613,1
5894,0
9151,0
11017,0
18754,1
4210,0
1783,1
17588,0
5682,0
17283,1
3613,0
3731,1
18759,1
7859,0
12683,0
29034,0
7349,0
7307,0
553,0
6113,0
9973,0
21192,1
16623,0
5566,1
29210,0
12611,0
9671,0
4704,0
16737,0
6701,0
29193,0
523,1
26579,0
7336,1
1929,0
13578,0
18201,0
5978,0
18641,1
3745,0
20084,0
27848,0
10602,0
14952,0
10722,0
26079,0
24468,1
2996,0
13819,0
28559,0
13763,1
4815,0
25668,0
7248,1
16452,0
9812,0
29114,0
25441,0
12220,0
19700,1
5648,0
11310,1
2941,0
1464,1
7942,0
11945,0
9310,0
12433,0
6760,1
1756,1
6168,0
1843,1
13967,0
25903,1
23210,0
5538,0
13135,1
26158,0
284,0
11427,0
17915,0
9430,0
14288,0
4728,0
26552,1
9520,0
18210,0
20312,0
25887,1
13617,0
24379,0
2302,0
4382,0
17508,0
14856,0
6043,0
583,1
4814,0
29218,0
25670,1
27401,0
2647,0
17637,0
10337,1
14006,0
16503,1
3044,1
4621,0
8077,0
22237,0
2588,0
11644,0
17787,0
28009,1
3684,0
16611,0
3084,0
5601,1
4601,1
14917,1
8138,1
5629,1
10138,1
22028,0
23605,0
11116,0
515,0
13573,0
17920,0
6506,0
16021,1
6576,0
20981,1
26482,0
2001,0
6116,0
24371,1
3356,0
18930,0
1591,0
2915,0
23554,0
13287,0
4095,0
25612,0
2306,0
18433,0
10415,1
21848,0
15623,1
28938,1
28451,0
17724,0
2264,0
3917,0
29059,1
9967,0
21757,0
21855,0
15898,0
16632,1
8708,1
19864,0
1778,1
13122,0
2841,1
6838,0
11111,0
3072,0
4896,1
4165,0
9909,0
181,0
25962,1
7436,0
22365,0
14389,1
8500,0
8995,0
23897,1
6269,0
6572,0
4122,1
21988,0
26404,1
10720,0
25486,0
16965,0
20255,0
20645,0
14460,1
18921,1
26713,0
6203,0
14350,0
10983,0
2702,0
29226,0
12636,1
15418,0
11711,0
15696,1
11870,0
18804,0
7351,0
19306,0
6232,0
16327,0
23362,0
1565,0
21738,0
21057,0
16762,1
25768,0
11214,0
22493,1
5469,0
22885,0
4597,0
19097,0
20180,0
10194,0
23593,0
10997,0
26532,0
14718,1
27045,1
8402,0
7070,1
13292,1
10967,0
17939,0
22016,0
6408,0
20264,1
5918,0
18604,0
4305,1
25108,0
17069,1
25510,0
7462,1
1365,0
28474,1
20234,1
19936,0
9075,0
17989,1
17040,0
1140,0
13582,0
21259,0
15186,0
24334,1
28446,1
5103,1
7180,1
20920,0
15244,0
2279,0
8633,0
14168,0
8419,0
446,0
14413,0
19692,0
26059,1
10575,0
9903,0
19460,0
26073,0
17277,1
24488,0
15471,1
22950,1
22608,1
474,0
2315,0
3305,1
1644,0
4003,0
21627,1
24040,0
24184,0
18569,0
12555,1
24285,0
22581,1
28050,0
19368,0
21620,0
19381,0
22311,0
9249,0
18316,0
4652,1
2167,1
25285,1
16644,0
6560,1
1868,0
15420,0
6172,0
20818,0
27270,0
28817,1
27463,0
2082,1
11227,0
27974,0
17006,0
8976,1
13900,0
23207,0
7918,1
10509,0
8139,1
25830,0
6368,0
15024,0
23866,0
8341,0
12664,0
148,0
5363,0
15115,0
10413,0
5084,0
5198,0
17949,0
14963,0
310,0
13074,1
24585,0
24155,0
23755,0
22398,1
916,0
8181,0
20872,1
7680,1
26893,0
6175,0
7038,0
27050,1
750,1
18966,0
1210,0
28471,1
29117,0
7260,0
1690,0
2054,0
20289,1
7355,1
16525,0
15033,0
13321,0
25339,0
5849,1
5866,0
21096,1
12118,0
27207,1
19533,0
6830,0
13879,0
3010,0
16895,0
3698,0
28624,0
27860,0
24260,0
9899,0
12089,0
8895,0
4120,1
15787,1
10455,1
21544,0
15560,0
26659,0
8655,1
26194,1
27922,0
18434,0
365,0
15902,0
6898,0
11131,0
28830,0
1851,0
9800,0
28709,0
3165,0
22210,0
11888,0
24842,0
9028,0
12153,0
115,0
21822,0
19045,0
1031,0
23217,1
24412,1
23492,0
20384,0
21481,0
13079,0
797,1
8940,1
256,0
12043,1
28683,0
2118,0
2927,1
7325,0
465,0
25445,0
457,0
3211,0
17113,1
26058,0
23096,1
2709,1
22419,0
8496,0
20409,1
25576,0
3179,0
5194,0
10308,0
3988,0
13130,0
25874,0
17105,0
22130,0
8972,0
10876,1
23010,1
10738,0
1686,1
2748,0
13600,0
18538,0
6255,1
1597,0
11891,1
22623,1
11601,1
27638,0
17134,0
15872,0
7833,0
29259,1
1931,0
10857,0
11871,0
12139,1
1719,0
15581,1
14865,0
10303,0
12011,0
9552,1
9272,0
1043,0
23518,1
22062,0
15452,0
25010,0
23719,0
12648,0
7941,0
19982,1
5056,0
3213,0
12521,0
9596,1
12921,0
10107,0
21631,0
26416,0
22231,0
20792,0
22982,1
461,0
22825,0
1975,0
90,0
2755,0
24173,0
12411,1
16658,1
28303,0
17436,0
23044,0
20811,1
27330,1
20288,0
17817,0
10190,0
20784,0
12483,0
16105,1
3448,0
15727,0
23708,1
6278,0
22420,1
2600,0
3438,0
840,1
5556,0
15320,0
14211,0
5717,0
7346,1
11481,0
10023,1
1499,0
7377,1
2443,1
452,0
27175,0
16868,1
28521,0
2132,1
2368,0
660,0
27527,0
10713,0
47,0
13861,0
18225,0
20816,1
9037,0
22510,0
17546,0
8105,0
4754,0
6164,0
22904,0
29153,0
6072,1
12812,1
18868,0
11365,0
12039,0
27711,0
1476,1
11825,0
12390,0
15216,0
9190,0
17712,0
7809,1
22326,0
4986,0
25118,0
10955,0
8878,0
9518,0
10045,0
25760,0
25513,0
1119,0
13435,0
17235,0
7238,0
10639,0
24589,0
3380,1
12261,1
25578,0
20151,0
13309,0
15075,0
683,1
57,1
2822,0
538,0
26195,0
14959,0
6921,1
25930,0
21969,1
27467,1
21277,0
4688,0
8913,0
26663,0
24139,0
28843,0
25155,0
19895,0
18564,0
17323,0
20414,0
4900,1
13466,0
28365,0
28426,0
10609,0
11468,0
25045,0
8291,0
9461,0
22538,0
14560,1
18795,0
2200,0
6292,1
26458,0
28558,0
14023,0
7136,0
17390,0
28838,0
22460,0
15839,1
9222,0
28075,0
19142,0
24700,1
2424,0
23830,1
5987,0
24734,0
16969,0
8971,0
13058,0
17841,0
11939,1
14867,1
24522,0
8752,0
1875,0
18114,1
21461,1
24270,0
18617,0
7197,0
28422,0
28120,0
10320,0
23527,0
4181,0
2491,1
24605,0
15086,0
29238,0
19440,0
23551,0
4175,0
15106,0
25098,0
11555,1
15624,0
11358,1
6537,0
11235,1
23369,0
4364,1
6363,0
11527,0
17474,0
20824,0
4498,1
355,0
25086,0
11574,0
27610,0
1850,0
21318,0
8850,0
10662,0
19396,0
4729,1
6692,0
3426,0
12534,1
22155,0
6295,1
10172,0
8189,0
24668,1
17703,0
2500,0
7031,0
22801,0
7975,0
17651,0
20841,1
559,0
26372,0
19555,0
5405,0
2965,0
10135,0
13110,1
7638,1
463,0
486,1
16683,0
19506,1
21552,1
17755,1
28549,0
11204,0
4449,0
13930,0
15649,0
28282,0
23478,0
8939,0
14646,0
6462,0
21250,1
5630,0
29126,1
4001,1
9492,0
19061,0
997,0
4284,0
23114,0
17158,1
21093,0
13042,1
20839,0
20568,0
24794,0
9958,1
27617,0
116,1
12285,0
1159,0
25870,0
21718,0
4577,0
22810,0
21358,0
3415,1
26709,0
3208,1
19188,1
1034,1
10773,0
15378,1
5799,1
4377,0
14572,0
12712,0
886,1
14096,0
12416,0
11622,0
24699,1
12417,0
4842,0
10821,0
14070,1
4087,0
1016,1
11959,0
13580,1
13990,0
7546,0
17448,0
1794,0
1547,0
1287,1
3780,0
17306,0
13446,0
24583,0
14721,0
21762,0
11619,0
12095,0
5714,1
5559,0
6643,0
15744,0
15656,0
14266,0
1056,0
28138,0
2383,1
20268,1
20964,0
17752,0
8787,0
14873,0
1327,0
22216,0
952,0
2098,0
8601,0
28739,1
6633,0
26148,0
28876,1
19546,0
11234,0
7883,0
13727,0
1053,0
25439,1
6865,0
21751,0
20353,0
12680,1
25719,1
2116,0
7944,0
20465,1
2168,0
20072,0
9797,0
17979,0
4446,0
9451,0
26305,0
23343,1
3006,0
22434,0
13606,0
5475,1
2724,0
25704,0
19985,0
278,0
8395,0
1626,0
1532,0
24178,1
23761,0
25451,0
19177,0
28048,0
19239,0
4736,0
2637,0
24274,0
24297,0
10936,0
21707,0
8493,1
17806,0
11800,0
9854,0
6169,1
3552,0
23924,0
8884,1
28975,0
16614,1
26237,0
20544,0
5353,1
1552,1
14714,0
10846,0
4325,1
18779,1
10255,1
23967,0
17258,0
15122,0
9554,0
5700,1
3811,0
20931,0
3511,0
3849,0
24152,0
9244,1
13629,0
25277,0
12051,0
1643,0
22272,0
6068,0
4500,0
25897,0
26892,0
2825,0
17203,0
9590,0
7053,0
28025,0
2937,0
27176,0
19703,0
13323,0
13752,0
27890,1
20847,0
28820,0
29166,0
13125,0
2230,0
22331,0
1691,0
19554,1
27894,0
28848,0
9224,0
7726,1
3956,0
3662,0
20411,0
3131,0
18530,0
4530,0
19131,1
4288,1
11898,0
22727,1
15795,1
8304,0
4133,0
18089,1
7906,0
13325,0
22058,0
6626,0
10249,0
13087,0
1654,0
19535,0
29042,1
24662,1
6026,0
17185,0
29131,0
7503,0
13016,0
6907,0
28415,1
476,0
856,0
8876,1
27320,0
3955,0
15434,1
20693,0
28924,0
24109,0
15179,0
3067,1
23566,0
20448,0
1667,0
10122,0
23208,1
4363,0
3387,1
10872,0
5492,0
940,0
14310,0
20886,0
28126,1
14787,1
1177,0
12899,0
6825,0
2379,1
16338,1
27303,0
6494,1
21343,0
21913,1
3271,0
18957,1
110,0
12936,0
4422,0
19875,0
1730,0
16889,0
8949,0
5183,0
6248,1
17790,0
24735,0
2364,0
3754,0
5091,0
18956,0
13677,0
23093,1
5575,0
1943,0
11520,0
4893,1
6265,0
29230,0
7135,0
18945,1
20640,0
24997,0
15819,1
17663,0
5623,1
8810,0
8215,0
413,0
16231,0
10048,0
12294,0
17268,0
5514,0
28435,0
2063,1
2544,0
24851,0
11096,0
12056,0
10093,0
17815,0
16674,1
1351,0
6880,0
1861,1
22633,1
1167,0
15712,0
27217,0
24191,0
5883,0
27141,0
14736,0
8397,0
18972,0
9750,0
16560,0
12297,0
21640,0
25881,1
25003,1
15594,0
21348,0
5843,0
12343,0
19111,0
28678,1
9700,0
5176,0
25758,0
3386,0
28794,0
26896,1
27516,0
23939,0
6372,1
17364,0
2266,0
22773,0
27622,1
29159,0
16183,0
6862,0
19676,0
7810,1
25636,0
27838,0
5216,0
906,0
28226,1
20216,0
25809,0
18675,0
26976,1
28875,1
211,0
10505,0
5305,0
11671,0
28088,1
12105,0
11712,0
20104,0
18189,1
13775,0
26739,0
20212,1
20132,0
1971,0
22135,0
15448,0
4549,0
29057,0
3060,0
19318,0
22021,0
21272,1
4949,0
21689,1
13310,0
26519,0
8522,0
24945,1
12345,0
20694,0
9654,0
25169,1
22207,0
7095,0
27668,0
20424,0
1961,0
2522,0
2391,0
13811,0
17548,1
15416,0
8637,0
28561,0
10864,0
26268,0
17210,0
22123,0
28689,0
16384,0
5274,0
3638,0
1407,0
18823,0
19264,0
6481,0
5498,0
17372,0
20416,0
11039,0
13336,0
18171,0
8412,0
12391,1
8115,0
19673,0
10358,0
7528,0
16574,0
9977,0
19635,0
27714,0
8683,0
8877,0
13579,0
21232,1
23941,0
21774,1
4473,0
7076,1
18207,1
19241,0
27057,0
2010,0
12432,1
25731,0
21218,0
27822,0
13814,0
28940,0
15488,0
21306,0
8415,0
4796,1
7881,0
18272,1
10218,1
3081,1
14032,1
441,0
13013,0
10781,0
10790,0
22340,0
12777,0
28360,1
16102,0
25926,0
6098,0
10105,0
18818,0
22888,1
22199,0
27053,0
1139,0
7232,0
28496,0
22373,1
24923,0
3665,0
18103,1
25267,1
17679,0
4016,0
24807,0
21137,0
24548,1
12963,0
3699,1
18941,0
1673,0
17301,0
23932,0
15393,0
22523,1
16736,0
6629,1
19536,0
2002,1
5715,1
10555,0
18002,0
16153,0
19968,0
1842,0
10514,1
10754,1
2316,1
7634,0
24034,1
11040,1
1924,1
26177,0
9628,0
19900,0
7855,0
25811,0
16197,0
22588,0
9559,0
13293,0
23160,0
15455,0
16711,0
14606,0
11283,1
2950,0
3150,1
25290,0
19101,1
6121,1
19304,0
2494,0
5399,0
7874,0
24726,1
18409,0
4850,0
22602,0
7401,0
24457,0
18735,0
13492,1
22450,0
19761,0
18863,0
17154,1
7246,0
4714,1
17520,0
12752,0
1223,0
4860,1
8101,1
15282,0
22677,1
10324,0
6188,0
2614,0
5687,0
4154,0
28956,0
7895,0
14458,1
10266,0
5891,0
26986,0
25238,0
12774,1
23840,0
978,0
1023,0
27448,1
26628,1
27406,0
18249,0
13795,0
6106,1
26510,1
4362,0
28579,0
10486,0
12651,0
3744,0
4556,1
16120,0
2889,0
4094,0
18911,1
422,0
6886,1
9326,0
16664,0
15958,1
18235,1
22878,0
27457,0
20071,0
1866,0
23023,0
5402,0
23709,1
25178,0
14700,0
7620,0
17534,0
25454,0
9806,0
3566,0
23987,1
19988,1
5368,0
20514,0
20086,0
13029,1
23098,0
18198,1
10798,1
22439,0
28388,1
13061,0
13728,0
2103,0
2940,0
24201,0
22518,0
23630,0
9981,0
17043,1
25204,0
22485,0
12353,1
6300,0
7963,0
10299,0
245,0
6910,1
8472,0
23922,0
10697,1
10449,1
16905,0
24144,1
18660,0
13834,0
21351,1
18344,0
21602,0
12446,0
24597,0
11695,0
7411,1
12861,1
24567,1
28128,1
16972,0
26041,0
19823,1
23079,0
21672,0
4171,0
13534,0
15687,0
17068,0
1974,0
29093,0
18816,0
3801,0
17088,1
20426,0
20692,0
25797,0
20019,0
8583,0
25828,1
8819,0
1713,0
2317,0
5971,0
13356,1
17500,0
20041,1
23743,0
10764,0
2523,0
5370,0
28187,0
6983,0
2837,0
12873,1
20028,1
11679,0
2487,0
20316,0
18797,0
22480,1
10933,0
3555,0
10540,1
8863,1
5343,0
19918,0
14910,0
25753,1
23046,1
16179,0
12533,0
16587,0
23043,0
2414,0
28229,0
17031,1
10121,0
16414,0
24688,0
375,0
18536,0
20946,0
11380,0
25642,1
2511,0
16715,0
14356,0
21227,0
25928,1
10598,0
21371,0
14933,0
5593,0
24,0
21742,0
11556,0
27048,1
7352,1
3007,0
25932,0
19046,0
16977,1
20813,0
3349,0
18739,0
12086,0
28937,0
7934,0
28125,0
20639,1
24530,0
9641,1
4780,0
7550,0
4373,0
28487,0
14657,1
28674,0
15588,1
24426,0
16317,0
24157,0
20997,0
8736,0
10196,0
15219,0
17460,0
19457,0
2400,1
15267,1
21231,0
1154,1
15565,0
24575,0
27633,1
17536,1
25584,0
5696,0
4865,0
16609,1
15298,1
18531,0
15174,0
22879,0
235,0
11692,0
7467,0
17501,1
16421,0
19741,0
8257,0
15160,0
10847,0
14970,1
27461,0
26127,0
13198,1
5895,0
3951,0
9697,1
18384,1
19856,1
24092,0
27134,0
6328,1
15363,0
22907,0
22479,1
5392,0
19933,1
9325,0
13877,0
26365,1
15356,1
27606,1
11156,0
12439,0
7828,1
26623,0
7796,0
20596,0
10655,1
26945,0
19120,1
12372,0
26731,0
12681,0
12744,1
18761,0
24691,0
16831,0
16696,0
21509,0
1316,0
22390,0
22161,1
18741,0
14762,1
17426,0
25913,0
13043,0
7820,1
3888,0
22389,0
21040,0
6208,0
25759,0
7681,0
6050,0
6407,0
27372,0
4513,0
28434,0
19963,0
1332,0
1606,0
20390,1
11197,0
2663,0
25770,0
27925,0
5708,1
23131,0
13869,0
25336,0
5902,0
26261,1
11349,0
17289,0
12471,0
21233,1
17216,0
11493,0
22243,0
8112,0
21756,0
12399,0
12459,0
15845,0
19147,0
13370,0
2499,1
28540,1
7663,0
13099,1
552,1
16814,0
10286,0
20848,0
10681,0
28839,0
15269,0
25539,0
6146,0
8717,1
13976,0
22545,0
4678,0
23679,0
21032,0
4599,0
14878,1
24496,1
12709,0
27014,0
1356,0
4209,0
23020,0
10972,0
12949,0
3753,0
3928,0
25686,0
20192,0
18134,0
10060,1
2844,0
27202,0
4257,0
14717,0
17746,0
8874,0
11314,0
9109,1
3399,0
6211,0
17767,1
28024,1
2376,0
24791,0
21996,1
25965,1
19116,0
15854,0
14581,1
11129,0
27781,0
1118,1
24820,0
15601,0
17977,0
2042,0
8150,0
16953,1
5257,1
16396,1
23227,0
8897,0
27017,1
25208,0
19158,0
28668,0
15935,0
25588,1
8190,0
12849,1
6409,0
25029,1
20778,1
15796,0
28595,0
23455,0
28055,0
27499,0
14720,0
27847,0
14847,1
24283,0
28927,0
5924,1
1015,0
23633,0
26673,0
13898,1
25276,0
25960,1
23915,0
17840,1
5510,1
28640,0
14760,1
3520,0
20780,0
24118,0
18896,1
14821,0
9781,0
22056,0
1256,0
25608,0
14727,1
13291,0
24837,0
24138,0
23252,1
28362,0
5060,0
803,0
15556,1
8985,0
23912,0
7187,0
1528,0
7330,0
4427,0
25458,1
19080,1
21326,0
15207,0
19740,0
18191,0
10015,0
19091,0
26867,0
15781,0
2886,0
5122,1
2107,0
9361,0
22437,1
4114,0
11143,0
1021,0
11987,0
14816,0
15463,0
6850,0
20136,0
8608,0
24706,0
22024,0
22342,0
13180,0
12827,0
12761,0
1412,0
20377,1
20820,0
26685,0
8553,0
8930,1
13381,0
26468,1
26734,1
10937,1
3396,1
3483,1
15835,0
18432,0
26218,1
12690,0
15149,0
14295,0
20882,0
12565,0
9683,0
23818,0
8008,0
22359,0
3526,0
15571,1
12572,0
21009,1
14066,0
247,0
12094,1
2813,0
1198,0
19921,0
28545,1
21507,0
11088,0
15747,0
10222,0
13520,0
17431,1
25514,0
23167,0
25168,0
25076,0
7216,0
21332,0
16489,0
22796,0
25890,0
15023,0
14854,0
10225,0
12994,0
21816,0
11413,0
22097,0
13069,0
13788,0
28618,0
13590,0
3275,0
27206,0
28644,1
5055,0
23409,0
13528,0
8349,0
1434,0
689,1
4988,0
22126,0
20801,0
23400,1
15529,1
27509,0
24935,0
10376,0
16970,0
13719,0
12736,0
4204,0
25647,0
4643,0
18937,0
26167,0
21999,1
6856,0
17232,0
6042,0
13060,0
24815,0
20371,0
27024,1
8987,0
6703,0
3654,0
2934,0
20786,0
5973,0
7819,0
14533,0
13200,0
13851,0
28032,0
25389,0
19187,0
29108,0
12048,0
15690,0
14197,0
23911,0
4185,0
6192,1
24197,0
3863,0
26918,0
15965,0
15120,1
1381,0
16400,0
3328,0
4086,0
23417,0
2297,0
27365,0
16128,0
22559,0
5222,0
5376,0
6045,0
4733,0
5513,0
9033,0
13670,1
17598,0
4886,0
27749,0
1888,1
24502,0
12546,0
22675,0
23493,0
16101,0
1656,0
22408,0
12706,0
6380,0
27481,0
16830,0
24702,0
7767,1
28408,0
13444,0
29208,0
17212,1
8177,0
23240,0
5248,0
12890,1
14157,1
12691,0
9441,0
13375,0
27494,0
13664,0
451,0
15888,0
3196,0
10246,0
5133,0
23283,0
13893,0
385,0
8815,1
10405,0
8907,1
8087,0
1075,1
12281,0
21701,0
17561,0
14433,0
11333,0
24021,0
28928,0
1399,0
9396,0
2959,0
8724,0
4868,0
18918,0
6054,0
4725,0
742,0
934,0
4352,1
3064,0
14154,0
13837,0
2757,0
16138,1
21012,1
15576,0
28383,1
17804,0
16807,0
2849,0
12156,0
21832,0
21138,0
7800,0
17400,0
7551,0
27996,1
14367,0
27677,0
16015,0
13981,0
11048,0
16185,0
11569,0
20293,1
24845,0
24480,1
22297,0
10730,0
19275,0
13017,0
8685,0
13944,0
2593,0
19008,1
8535,1
14872,0
11704,0
7887,0
11433,0
6691,1
26665,1
20680,0
14976,0
19296,0
6291,0
23989,1
14149,0
16288,0
18218,0
20472,0
26352,0
6577,0
16769,0
11090,0
6289,0
17002,0
27562,0
133,0
18106,0
20708,1
25210,0
8474,0
586,0
27183,1
4957,0
20488,0
22932,0
10478,0
25520,0
9040,0
26294,0
6826,0
8808,1
7627,0
5586,1
25423,0
10339,0
13233,0
201,1
10248,0
19051,1
8534,0
13164,0
26576,0
16425,1
20885,0
10271,0
13566,0
159,0
21845,0
6004,0
24545,0
8195,0
25126,0
9822,1
10268,0
7561,0
10164,0
18176,0
28717,0
17951,0
19371,0
25129,0
1901,0
18098,0
20794,1
26883,0
12110,1
27528,0
13733,0
14859,0
4732,0
28132,1
19040,0
29228,0
24004,0
1423,0
17167,0
25009,1
2824,1
16744,0
25714,0
12778,1
21168,0
10041,0
2272,0
29142,0
15377,0
15817,0
22592,0
7929,0
16648,0
1779,1
28977,0
14291,0
7463,0
20683,0
14473,0
21174,0
24046,0
19029,1
8894,0
1602,0
20949,1
22754,0
19042,0
21809,0
12950,1
7413,0
15773,0
13489,0
14026,0
13616,0
20729,1
26807,1
16481,1
27920,0
27888,1
23165,0
9007,0
25381,0
11370,1
12798,0
15895,0
21840,0
16841,0
1258,0
1921,0
25044,0
5421,0
13824,0
28864,1
20143,0
28191,0
5299,0
9526,0
10443,0
22724,0
13178,0
5562,0
10512,1
19678,0
25367,0
12498,0
26210,0
24607,1
9837,1
1209,1
28563,1
28342,0
3647,0
20388,0
13251,0
28400,0
16652,0
11787,1
19160,1
1331,0
4156,1
4407,0
20134,0
17451,0
22738,0
25629,0
23107,1
28539,0
10073,0
14142,0
26455,1
7840,0
10188,0
509,1
7170,0
16703,0
2037,0
50,0
3713,0
22253,1
25918,0
26456,0
23004,0
22751,0
7823,1
15354,0
495,0
12571,0
20141,0
6282,0
19631,1
8733,1
28764,0
180,0
27833,1
6069,1
4497,1
8231,1
20791,0
377,0
9258,1
3925,0
27478,1
5527,0
26052,0
16829,0
6229,0
2854,0
26363,0
19285,0
15600,0
20280,0
9729,0
18078,0
6170,1
5258,0
28228,0
20357,0
22567,1
530,0
23458,0
4519,0
5520,0
668,0
6329,1
9925,0
27193,0
2282,0
4606,0
18122,0
12594,1
11377,1
18621,0
7618,1
15182,0
5455,0
17280,1
4713,0
19233,0
24651,1
21987,0
6737,0
25867,0
26030,0
22465,0
6582,1
17011,0
14889,0
22063,0
826,1
16818,0
6767,0
1142,0
14108,0
10495,0
26337,1
24445,1
29183,0
16348,0
20228,0
25695,0
12959,1
5221,1
8838,0
8686,0
9114,0
17263,1
24100,0
1375,0
28386,1
24135,0
5997,0
27813,0
21805,0
3805,1
9803,1
16528,0
7960,1
13222,0
5582,0
27102,1
25652,1
12194,0
6524,0
13039,0
12012,0
7237,0
26107,0
12669,0
6040,0
4290,0
12419,0
6708,0
20485,0
936,0
2435,0
11026,1
10653,0
21948,0
17429,0
739,0
